ab_group_id,ab_question_id,result,user_id,matching,debt,payments,avg_cost,useful,failed,arpu,user_group,sms_count,sms_fail,orders_agree,orders_part,orders_talk,kpd,avg_read_viber,balance_start,block_premium,orders_via_app,orders_via_viber,orders_other_channels,price_per_hour,id_how_did_know,has_password_hash,has_email,has_user_phone2,has_user_description,has_conditions,has_description,has_education,has_experience,has_buy_premium,has_has_brigade,has_experience_years,has_premium_description,has_foto,has_viber,has_app_token_new,has_notification_sound,has_viber_registration,has_app_registration,has_device_info,has_terms_of_pay,has_android_id
2,2,True,35208,0,0,0,0,0,1,0,1,4,0,0,0,0,0,32,2147483647,0,0,0,1,1000,,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False
3,5,False,38217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,2147483647,0,0,0,0,300,,True,True,False,True,True,True,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False
2,2,False,53756,,,,,,,,,,,,,,,,,,0,0,,,1,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,2,True,58940,0,0,700,700,1,0,700,1,0,0,0,0,0,0,,2147483647,0,0,0,1,300,1,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,2,True,63134,0,0,0,0,0,2,0,1,2,0,0,0,0,0,,2147483647,0,0,0,2,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,5,False,72522,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,2147483647,0,0,0,1,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,6,True,12162,0,0,950,317,3,5,119,1,9,106,0,0,0,0,108,0,0,0,4,4,,,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False
3,6,False,36084,0,0,0,0,0,2,0,1,7,0,0,0,0,0,18,2147483647,0,0,0,2,,,True,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False
3,6,False,75414,0,0,600,300,2,0,300,1,3,100,0,0,0,0,,2147483647,0,2,0,0,,3,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,6,False,39202,0,0,0,0,0,2,0,1,2,0,0,0,0,0,29,2147483647,0,0,0,2,,,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True
3,6,False,61279,,,,,,,,,,,,,,,,,,0,0,,,1,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,7,False,62147,0,0,8100,450,18,21,208,3,111,73,0,0,0,0,66,2147483647,1,14,0,25,1000,,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True
3,7,False,66981,0,0,28720,653,44,13,504,3,198,145,0,0,0,0,,2147483647,0,42,0,15,,1,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
3,7,True,72751,0,0,0,0,0,1,0,1,5,0,0,0,0,0,,2147483647,0,0,0,1,500,2,True,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
2,2,False,36091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,2147483647,0,0,0,0,,,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False
2,7,False,62985,,,,,,,,,,,,,,,,,,0,0,,500,1,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True
2,7,True,56873,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,2147483647,0,0,0,0,1000,2,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True
1,3,True,67888,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,2147483647,0,0,0,1,500,2,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,3,True,71486,0,0,0,0,0,2,0,1,5,0,0,0,0,0,,2147483647,0,1,0,1,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,7,False,72052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,3,False,75751,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True
3,7,False,8103,0,0,1070,214,5,11,67,1,18,60,9,62,3,3,41,0,0,0,2,14,500,,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,False
2,7,False,49743,0,0,0,0,0,1,0,1,4,0,0,0,0,0,,2147483647,0,0,0,1,250,2,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False
3,7,True,63950,0,0,700,700,1,0,700,1,6,117,0,0,0,0,,2147483647,0,1,0,0,500,,True,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True
2,7,True,74165,0,0,1600,533,3,3,267,1,15,107,0,0,0,0,,2147483647,0,5,0,1,,2,True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True
2,8,False,32182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,2147483647,0,0,0,0,,1,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True,False,False
2,8,False,43154,0,0,6200,477,13,9,282,3,209,30,0,0,0,0,83,2147483647,0,2,3,17,0,,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
2,8,True,55020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,8,False,58312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,8,False,72775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,3,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,8,True,59218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,8,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,8,True,15635,0,0,119100,462,258,71,362,3,630,189,0,0,0,0,18,2147483647,0,0,129,200,300,,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False
3,8,True,44103,0,0,5600,560,10,10,280,3,94,60,0,0,0,0,4,2147483647,0,14,3,3,,8,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
1,3,True,27205,0,0,16200,523,31,41,225,3,413,39,0,0,0,0,32,2147483647,0,11,11,50,,,True,False,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True
3,8,False,33424,0,0,1000,500,2,5,143,1,34,29,0,0,0,0,18,2147483647,0,0,2,5,250,8,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False
1,3,True,21000,0,0,7800,325,24,21,173,3,64,122,0,0,0,0,79,2147483647,0,12,7,26,500,,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
3,8,True,40473,0,0,0,0,0,3,0,1,7,0,0,0,0,0,26,2147483647,0,0,0,3,,4,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False
2,6,True,11918,0,0,1000,500,2,1,333,1,2,333,0,0,0,0,177,0,0,0,0,3,,,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False
1,4,False,58749,,,,,,,,,,,,,,,,,,0,0,,1000,2,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,6,True,70052,0,0,0,0,0,2,0,1,4,0,0,0,0,0,,2147483647,0,1,0,1,,,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True
2,6,True,43425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114,2147483647,0,0,0,0,,,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False
2,6,True,43426,0,0,3300,367,9,45,61,1,132,25,0,0,0,0,11,2147483647,0,0,10,44,250,,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False
2,6,True,75237,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,4,True,71324,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,4,True,45953,0,0,600,300,2,3,120,1,5,120,0,0,0,0,3,2147483647,0,0,2,3,500,2,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False
1,4,True,26182,0,0,700,350,2,2,175,1,8,88,0,0,0,0,22,2147483647,0,0,4,0,,,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False
1,4,True,52148,0,0,0,0,0,2,0,1,1,0,0,0,0,0,,2147483647,0,1,0,1,,1,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
2,5,True,18666,0,0,4300,391,11,6,253,3,47,92,0,0,0,0,76,2147483647,0,0,8,9,350,,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,5,True,72502,,,,,,,,,,,,,,,,,,0,0,,100,2,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True
2,5,True,11401,0,0,3250,271,12,10,148,3,25,130,0,0,0,0,201,0,0,0,3,19,250,,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False
2,5,True,19689,0,0,20940,551,38,26,327,3,335,60,0,0,0,0,133,2147483647,0,8,21,35,100,,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,5,False,19693,0,0,9500,500,19,10,328,3,56,170,0,0,0,0,11,2147483647,0,0,21,8,500,,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False
1,5,True,34722,0,0,0,0,0,3,0,1,12,0,0,0,0,0,68,2147483647,0,0,0,3,500,5,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True
1,5,True,67695,,,,,,,,,,,,,,,,,,0,0,,500,3,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True
1,5,True,38732,0,0,1200,300,4,6,120,3,29,41,0,0,0,0,19,2147483647,0,0,3,7,600,5,True,False,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True
2,5,False,43842,0,0,0,0,0,2,0,1,1,0,0,0,0,0,148,2147483647,0,1,0,1,,2,True,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True
2,5,False,47084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,2147483647,0,0,0,0,500,2,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,False
1,6,False,48814,,,,,,,,,,,,,,,,,,0,0,,1000,3,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False
1,6,True,59044,0,0,2800,700,4,2,467,1,9,311,0,0,0,0,,2147483647,0,3,0,3,1400,2,True,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True
1,6,True,67973,,,,,,,,,,,,,,,,,,0,0,,,3,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,6,True,40926,0,0,20400,600,34,13,434,3,92,222,0,0,0,0,159,2147483647,0,38,3,6,500,2,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,6,True,20828,0,0,22500,489,46,85,172,3,257,87,0,0,0,0,40,2147483647,0,0,54,77,500,,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False
2,5,True,34593,0,0,1200,600,2,1,400,1,17,71,0,0,0,0,26,2147483647,0,0,1,2,500,2,True,True,False,True,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False
2,5,False,21059,0,0,21160,432,49,135,115,3,310,68,0,0,0,0,123,2147483647,0,14,47,123,,,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True
2,5,True,28913,0,0,1600,400,4,4,200,1,25,64,0,0,0,0,0,2147483647,0,0,5,3,,,True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False
2,5,True,58018,0,1500,21600,568,38,7,480,3,164,138,0,0,0,0,,2147483647,0,46,0,2,500,1,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
3,5,False,564,0,0,50320,572,88,121,241,3,7,241,372,446,46,24,98,0,0,0,0,209,,,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False
3,5,False,57611,0,0,0,0,0,1,0,1,7,0,0,0,0,0,85,2147483647,0,0,0,1,1800,2,True,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False
3,5,False,64937,0,0,700,700,1,1,350,1,7,100,0,0,0,0,,2147483647,0,0,0,2,350,3,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True
1,5,True,39740,0,0,0,0,0,2,0,1,6,0,0,0,0,0,1,2147483647,0,0,2,0,500,1,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False
1,5,True,56959,0,0,21560,743,29,18,458,3,148,145,0,0,0,0,,2147483647,0,8,0,39,,1,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
1,5,False,71942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,5,True,75218,0,0,0,0,0,3,0,1,6,0,0,0,0,0,,2147483647,0,0,0,3,,1,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,5,True,76492,0,0,0,0,0,3,0,1,15,0,0,0,0,0,43,2147483647,0,0,0,3,1000,2,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False
1,6,True,3361,0,0,108860,488,223,56,390,3,194,389,244,356,83,63,89,0,0,20,54,205,1000,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
3,5,True,44388,0,0,17200,637,27,16,400,3,92,187,0,0,0,0,64,2147483647,0,33,1,9,500,2,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
1,6,True,44914,,,,,,,,,,,,,,,,,,0,0,,,,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False
3,5,True,13868,0,0,2800,467,6,11,165,3,4,165,0,0,0,0,107,0,0,0,0,17,,,False,False,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False
3,6,True,21912,0,0,2400,1200,2,2,600,1,6,400,0,0,0,0,68,2147483647,0,0,1,3,1500,,True,False,False,True,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False
3,6,False,22005,0,0,7800,867,9,11,390,3,65,111,0,0,0,0,81,2147483647,0,6,1,13,1000,,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
1,6,True,53883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,8,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,6,True,64527,0,0,0,0,0,2,0,1,4,0,0,0,0,0,,2147483647,0,2,0,0,600,3,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,6,False,67462,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
3,6,False,70659,,,,,,,,,,,,,,,,,,0,0,,,3,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,6,True,75483,,,,,,,,,,,,,,,,,,0,0,,500,,True,True,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True
3,7,True,42018,0,800,0,0,1,0,0,1,1,0,0,0,0,0,833,2147483647,0,1,0,0,,,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True
3,7,True,51579,0,0,800,800,1,0,800,1,2,400,0,0,0,0,,2147483647,0,0,0,1,1500,,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False
1,6,True,45174,0,0,21980,564,39,9,458,3,140,152,0,0,0,0,73,2147483647,0,21,1,26,,,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True
1,7,True,51590,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,2147483647,0,0,0,0,990,,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False
1,7,True,14138,0,0,7920,792,10,15,317,3,41,193,0,0,0,0,367,0,0,1,6,18,,,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True
1,7,True,72908,0,0,700,700,1,4,140,1,9,78,0,0,0,0,,2147483647,0,2,0,3,,8,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True
2,5,True,55008,0,0,0,0,0,1,0,1,7,0,0,0,0,0,,2147483647,0,0,0,1,,1,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,6,True,32569,0,0,4100,586,7,18,164,3,167,25,0,0,0,0,171,2147483647,0,0,4,21,,2,True,True,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True
2,6,True,52080,0,0,7200,720,10,0,720,3,46,157,0,0,0,0,,2147483647,0,7,0,3,500,,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True
1,7,True,61501,0,0,11520,606,19,7,443,3,79,146,0,0,0,0,32,2147483647,0,5,0,21,1000,1,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True
2,6,True,73620,0,0,0,0,0,3,0,1,3,0,0,0,0,0,109,2147483647,0,0,0,3,500,2,True,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False
2,6,True,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2,6,False,55328,0,0,400,400,1,0,400,1,1,400,0,0,0,0,,2147483647,0,0,0,1,,2,True,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True
2,7,True,26855,0,0,800,400,2,3,160,1,5,160,0,0,0,0,5,2147483647,0,0,3,2,500,,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False
1,7,True,10787,0,0,12070,575,21,36,212,3,44,212,0,0,0,0,29,0,0,1,5,51,2000,,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
2,7,True,18760,0,0,154800,469,330,192,296,3,1454,106,0,0,0,0,23,2147483647,0,0,416,106,200,,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False
1,7,True,60612,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,4,True,15468,0,0,8450,302,28,15,197,3,22,197,0,0,0,0,90,2147483647,0,0,9,34,,,False,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,False,True
1,4,True,43432,0,0,19900,585,34,9,463,3,182,109,0,0,0,0,16,2147483647,0,15,10,18,1000,,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True
2,7,True,54501,0,0,0,0,0,2,0,1,4,0,0,0,0,0,,2147483647,0,0,0,2,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,7,True,24255,0,0,122400,544,225,261,252,3,1837,67,0,0,0,0,56,2147483647,0,42,64,380,2500,,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False
